University, Spec_ID, Spec_Name, Subjects, Threshold, Subjects_Count
"МЭИ","15.03.01","Машиностроение","математика, русский язык, физика","185","3"
"МЭИ","13.03.03","Энергетическое машиностроение","математика, русский язык, физика","183","3"
"МЭИ","15.03.03","Прикладная механика","математика, русский язык, физика","182","3"
"МЭИ","13.03.02","Электроэнергетика и электротехника","математика, русский язык, физика","178","3"
"МЭИ","13.03.01","Теплоэнергетика и теплотехника","математика, русский язык, физика","176","3"
"МЭИ","13.03.01","Теплоэнергетика и теплотехника","математика, русский язык, физика","174","3"
"МЭИ","13.03.02","Электроэнергетика и электротехника","математика, русский язык, физика","169","3"
"СПбГАСУ","08.05.01","Строительство уникальных зданий и сооружений","математика, русский язык, физика","251","3"
"СПбГАСУ","08.05.02","Строительство железных дорог, мостов и транспортных тоннелей","математика, русский язык, физика","229","3"
"СПбГАСУ","08.03.01","Строительство ","математика, русский язык, физика","210","3"
"СПбГАСУ","01.03.02","Прикладная математика и информатика","математика, русский язык, физика","206","3"
"СПбГАСУ","21.03.02","Землеустройство и кадастры","математика, русский язык, физика","205","3"
"СПбГАСУ","13.03.01","Теплоэнергетика и теплотехника","математика, русский язык, физика","204","3"
"СПбГАСУ","13.03.02","Электроэнергетика и электротехника","математика, русский язык, физика","203","3"
"СПбГАСУ","08.03.01","Строительство ","математика, русский язык, физика","199","3"
"СПбГАСУ","08.03.01","Строительство ","математика, русский язык, физика","198","3"
"СПбГАСУ","15.03.03","Прикладная механика","математика, русский язык, физика","194","3"
"СПбГАСУ","20.03.01","Техносферная безопасность","математика, русский язык, физика","194","3"
"СПбГАСУ","27.03.01","Стандартизация и метрология","математика, русский язык, физика","188","3"
"СПбГАСУ","23.03.01","Технология транспортных процессов","математика, русский язык, физика","186","3"
"СПбГАСУ","23.05.01","Наземные транспортно-технологические средства","математика, русский язык, физика","184","3"
"СПбГАСУ","23.03.03","Эксплуатация транспортно-технологических машин и комплексов","математика, русский язык, физика","183","3"
"СПХФА","04.03.01","Химия","русский язык, биология, химия","251","3"
"СПХФА","33.05.01","Фармация","русский язык, биология, химия","250","3"
"СПХФА","19.03.01","Биотехнология","русский язык, математика, химия","240","3"
"СПХФА","18.03.01","Химическая технология","русский язык, математика, химия","234","3"
"СПХФА","18.03.01","Химическая технология","русский язык, математика, химия","213","3"
"СПХФА","38.03.07","Товароведение","русский язык, математика, обществознание","209","3"
"МСХА им. К.А.Тимирязева","38.03.01","Экономика","математика, русский язык, обществознание","247","3"
"МСХА им. К.А.Тимирязева","38.03.02","Менеджмент","математика, русский язык, обществознание","240","3"
"МСХА им. К.А.Тимирязева","36.05.01","Ветеринария","математика, русский язык, биология","238","3"
"МСХА им. К.А.Тимирязева","38.03.04","Государственное и муниципальное управление","математика, русский язык, обществознание","234","3"
"МСХА им. К.А.Тимирязева","44.03.04","Профессиональное обучение (по отраслям)","история, русский язык, обществознание","229","3"
"МСХА им. К.А.Тимирязева","19.03.01","Биотехнология","математика, русский язык, химия","220","3"
"МСХА им. К.А.Тимирязева","35.03.10","Ландшафтная архитектура","математика, русский язык, биология","214","3"
"МСХА им. К.А.Тимирязева","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","211","3"
"МСХА им. К.А.Тимирязева","09.03.02","Информационные системы и технологии","математика, русский язык, информатика и ИКТ","207","3"
"МСХА им. К.А.Тимирязева","06.03.01","Биология","математика, русский язык, биология","205","3"
"МСХА им. К.А.Тимирязева","19.03.02","Продукты питания из растительного сырья","математика, русский язык, химия","201","3"
"МСХА им. К.А.Тимирязева","05.03.06","Экология и природопользование","математика, русский язык, география","200","3"
"МСХА им. К.А.Тимирязева","36.03.01","Ветеринарно-санитарная экспертиза","математика, русский язык, биология","199","3"
"МСХА им. К.А.Тимирязева","05.03.06","Экология и природопользование","математика, русский язык, география","197","3"
"МСХА им. К.А.Тимирязева","05.03.04","Гидрометеорология","математика, русский язык, география","196","3"
"МСХА им. К.А.Тимирязева","23.03.01","Технология транспортных процессов","математика, русский язык, информатика и ИКТ","196","3"
"МСХА им. К.А.Тимирязева","19.03.03","Продукты питания животного происхождения","математика, русский язык, химия","194","3"
"МСХА им. К.А.Тимирязева","08.03.01","Строительство ","математика, русский язык, физика","194","3"
"МСХА им. К.А.Тимирязева","13.03.02","Электроэнергетика и электротехника","математика, русский язык, физика","192","3"
"МСХА им. К.А.Тимирязева","15.03.02","Технологические машины и оборудование","математика, русский язык, химия","188","3"
"МСХА им. К.А.Тимирязева","35.03.05","Садоводство","математика, русский язык, биология","186","3"
"МСХА им. К.А.Тимирязева","36.03.02","Зоотехния","математика, русский язык, биология","183","3"
"МСХА им. К.А.Тимирязева","35.03.04","Агрономия","математика, русский язык, биология","181","3"
"МСХА им. К.А.Тимирязева","35.03.07","Технология производства и переработки сельскохозяйственной продукции","математика, русский язык, биология","179","3"
"МСХА им. К.А.Тимирязева","13.03.01","Теплоэнергетика и теплотехника","математика, русский язык, физика","179","3"
"МСХА им. К.А.Тимирязева","27.03.02","Управление качеством","математика, русский язык, физика","178","3"
"МСХА им. К.А.Тимирязева","35.03.03","Агрохимия и агропочвоведение","математика, русский язык, биология","174","3"
"МСХА им. К.А.Тимирязева","23.05.01","Наземные транспортно-технологические средства","математика, русский язык, физика","173","3"
"МСХА им. К.А.Тимирязева","21.03.02","Землеустройство и кадастры","математика, русский язык, физика","169","3"
"МСХА им. К.А.Тимирязева","35.03.01","Лесное дело","математика, русский язык, биология","168","3"
"МСХА им. К.А.Тимирязева","20.03.01","Техносферная безопасность","математика, русский язык, физика","167","3"
"МСХА им. К.А.Тимирязева","20.03.02","Природообустройство и водопользование","математика, русский язык, физика","160","3"
"МСХА им. К.А.Тимирязева","23.03.03","Эксплуатация транспортно-технологических машин и комплексов","математика, русский язык, физика","160","3"
"МСХА им. К.А.Тимирязева","23.03.02","Наземные транспортно-технологические комплексы","математика, русский язык, физика","155","3"
"МСХА им. К.А.Тимирязева","35.03.06","Агроинженерия","математика, русский язык, физика","151","3"
"МАИ","09.03.04","Программная инженерия","математика, русский язык, информатика и ИКТ","246","3"
"МАИ","10.03.01","Информационная безопасность","математика, русский язык, информатика и ИКТ","245","3"
"МАИ","38.03.02","Менеджмент","математика, русский язык, обществознание","245","3"
"МАИ","38.03.04","Государственное и муниципальное управление","математика, русский язык, обществознание","242","3"
"МАИ","38.03.03","Управление персоналом","математика, русский язык, обществознание","242","3"
"МАИ","38.03.01","Экономика","математика, русский язык, обществознание","241","3"
"МАИ","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","241","3"
"МАИ","01.03.04","Прикладная математика","математика, русский язык, информатика и ИКТ","239","3"
"МАИ","27.03.04","Управление в технических системах","математика, русский язык, информатика и ИКТ","231","3"
"МАИ","27.03.03","Системный анализ и управление","математика, русский язык, информатика и ИКТ","229","3"
"МАИ","01.03.02","Прикладная математика и информатика","математика, русский язык, физика","229","3"
"МАИ","11.03.02","Инфокоммуникационные технологии и системы связи","математика, русский язык, информатика и ИКТ","228","3"
"МАИ","27.03.05","Инноватика ","математика, русский язык, информатика и ИКТ","228","3"
"МАИ","02.03.02","Фундаментальная информатика и информационные технологии","математика, русский язык, физика","226","3"
"МАИ","27.05.01","Специальные организационно-технические системы","математика, русский язык, информатика и ИКТ","223","3"
"МАИ","11.03.03","Конструирование и технология электронных средств","математика, русский язык, информатика и ИКТ","219","3"
"МАИ","27.03.02","Управление качеством","математика, русский язык, информатика и ИКТ","218","3"
"МАИ","09.03.02","Информационные системы и технологии","математика, русский язык, физика","216","3"
"МАИ","24.05.07","Самолёто- и вертолётостроение","математика, русский язык, физика","216","3"
"МАИ","09.03.01","Информатика и вычислительная техника","математика, русский язык, физика","214","3"
"МАИ","24.05.02","Проектирование авиационных и ракетных двигателей","математика, русский язык, физика","210","3"
"МАИ","05.03.06","Экология и природопользование","математика, русский язык, география","209","3"
"МАИ","28.03.01","Нанотехнологии и микросистемная техника","математика, русский язык, физика","207","3"
"МАИ","12.03.04","Биотехнические системы и технологии","математика, русский язык, физика","206","3"
"МАИ","15.03.04","Автоматизация технологических процессов и производств","математика, русский язык, физика","205","3"
"МАИ","15.03.03","Прикладная механика","математика, русский язык, физика","201","3"
"МАИ","12.03.01","Приборостроение","математика, русский язык, физика","199","3"
"МАИ","11.03.01","Радиотехника","математика, русский язык, физика","198","3"
"МАИ","24.03.04","Авиастроение","математика, русский язык, физика","196","3"
"МАИ","12.03.05","Лазерная техника и лазерные технологии","математика, русский язык, физика","195","3"
"МАИ","24.03.05","Двигатели летательных аппаратов","математика, русский язык, физика","194","3"
"МАИ","24.03.02","Системы управления движением и навигация","математика, русский язык, физика","194","3"
"МАИ","13.03.02","Электроэнергетика и электротехника","математика, русский язык, информатика и ИКТ","191","3"
"МАИ","24.05.06","Системы управления летательными аппаратами","математика, русский язык, физика","191","3"
"МАИ","24.05.03","Испытание летательных аппаратов","математика, русский язык, физика","191","3"
"МАИ","24.03.03","Баллистика и гидроаэродинамика","математика, русский язык, физика","191","3"
"МАИ","24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","математика, русский язык, физика","191","3"
"МАИ","24.03.01","Ракетные комплексы и космонавтика","математика, русский язык, физика","190","3"
"МАИ","27.03.01","Стандартизация и метрология","математика, русский язык, физика","188","3"
"МАИ","20.03.01","Техносферная безопасность","математика, русский язык, физика","186","3"
"МАИ","22.03.01","Материаловедение и технологии материалов","математика, русский язык, физика","186","3"
"МАИ","22.03.02","Металлургия","математика, русский язык, физика","183","3"
"МАИ","11.05.01","Радиоэлектронные системы и комплексы","математика, русский язык, физика","180","3"
"МАИ","24.05.05","Интегрированные системы летательных аппаратов","математика, русский язык, физика","173","3"
"ПГУПС","38.03.01","Экономика","математика, русский язык, обществознание","244","3"
"ПГУПС","38.03.02","Менеджмент","математика, русский язык, обществознание","239","3"
"ПГУПС","10.05.03","Информационная безопасность автоматизированных систем","математика, русский язык, физика","203","3"
"ПГУПС","09.03.01","Информатика и вычислительная техника","математика, русский язык, физика","202","3"
"ПГУПС","08.05.01","Строительство уникальных зданий и сооружений","математика, русский язык, физика","199","3"
"ПГУПС","13.03.01","Теплоэнергетика и теплотехника","математика, русский язык, физика","193","3"
"ПГУПС","20.03.01","Техносферная безопасность","математика, русский язык, физика","192","3"
"ПГУПС","12.03.01","Приборостроение","математика, русский язык, физика","190","3"
"ПГУПС","08.03.01","Строительство ","математика, русский язык, физика","186","3"
"ПГУПС","23.05.06","Строительство железных дорог, мостов и транспортных тоннелей","математика, русский язык, физика","185","3"
"ПГУПС","23.03.03","Эксплуатация транспортно-технологических машин и комплексов","математика, русский язык, физика","183","3"
"ПГУПС","13.03.02","Электроэнергетика и электротехника","математика, русский язык, физика","182","3"
"ПГУПС","23.05.01","Наземные транспортно-технологические средства","математика, русский язык, физика","182","3"
"ПГУПС","27.03.01","Стандартизация и метрология","математика, русский язык, физика","178","3"
"ПГУПС","23.05.04","Эксплуатация железных дорог","математика, русский язык, физика","175","3"
"ПГУПС","23.05.03","Подвижной состав железных дорог","математика, русский язык, физика","173","3"
"ПГУПС","23.05.05","Системы обеспечения движения поездов","математика, русский язык, физика","168","3"
"СПбГУГА","25.03.03","Аэронавигация","математика, русский язык, физика","242","3"
"СПбГУГА","25.05.05","Эксплуатация воздушных судов и организация воздушного движения","математика, русский язык, физика","235","3"
"СПбГУГА","25.05.05","Эксплуатация воздушных судов и организация воздушного движения","математика, русский язык, физика","222","3"
"СПбГУГА","25.05.05","Эксплуатация воздушных судов и организация воздушного движения","математика, русский язык, физика","217","3"
"СПбГУГА","25.05.05","Эксплуатация воздушных судов и организация воздушного движения","математика, русский язык, физика","188","3"
"СПбГУГА","25.03.04","Эксплуатация аэропортов и обеспечение полетов воздушных судов","математика, русский язык, физика","185","3"
"СПбГУГА","25.03.03","Аэронавигация","математика, русский язык, физика","183","3"
"СПбГУГА","25.03.03","Аэронавигация","математика, русский язык, физика","179","3"
"СПбГУГА","23.03.01","Технология транспортных процессов","математика, русский язык, физика","177","3"
"СПбГУГА","01.03.04","Прикладная математика","математика, русский язык, физика","175","3"
"СПбГУГА","25.03.04","Эксплуатация аэропортов и обеспечение полетов воздушных судов","математика, русский язык, физика","173","3"
"СПбГУГА","23.03.01","Технология транспортных процессов","математика, русский язык, физика","171","3"
"СПбГУГА","20.03.01","Техносферная безопасность","математика, русский язык, физика","164","3"
"СПбГУГА","25.03.03","Аэронавигация","математика, русский язык, физика","158","3"
"СПбГУГА","25.05.05","Эксплуатация воздушных судов и организация воздушного движения","математика, русский язык, физика","157","3"
"СПб Военмех ","09.03.04","Программная инженерия","математика, русский язык, информатика и ИКТ","241","3"
"СПб Военмех ","09.03.02","Информационные системы и технологии","математика, русский язык, информатика и ИКТ","237","3"
"СПб Военмех ","09.03.01","Информатика и вычислительная техника","математика, русский язык, информатика и ИКТ","234","3"
"СПб Военмех ","12.03.03","Фотоника и оптоинформатика","математика, русский язык, информатика и ИКТ","227","3"
"СПб Военмех ","24.05.06","Системы управления летательными аппаратами","математика, русский язык, информатика и ИКТ","220","3"
"СПб Военмех ","15.03.06","Мехатроника и робототехника","математика, русский язык, физика","213","3"
"СПб Военмех ","11.03.01","Радиотехника","математика, русский язык, физика","200","3"
"СПб Военмех ","20.03.01","Техносферная безопасность","математика, русский язык, физика","200","3"
"СПб Военмех ","12.03.01","Приборостроение","математика, русский язык, физика","198","3"
"СПб Военмех ","24.05.01","Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов","математика, русский язык, физика","196","3"
"СПб Военмех ","13.03.01","Теплоэнергетика и теплотехника","математика, русский язык, физика","195","3"
"СПб Военмех ","11.05.01","Радиоэлектронные системы и комплексы","математика, русский язык, физика","194","3"
"СПб Военмех ","15.03.05","Конструкторско-технологическое обеспечение машиностроительных производств","математика, русский язык, физика","193","3"
"СПб Военмех ","15.03.01","Машиностроение","математика, русский язык, физика","193","3"
"СПб Военмех ","12.03.05","Лазерная техника и лазерные технологии","математика, русский язык, физика","193","3"
"СПб Военмех ","15.03.03","Прикладная механика","математика, русский язык, физика","190","3"
"СПб Военмех ","13.03.03","Энергетическое машиностроение","математика, русский язык, физика","188","3"
"СПб Военмех ","12.03.02","Оптотехника","математика, русский язык, физика","187","3"
"СПб Военмех ","24.03.03","Баллистика и гидроаэродинамика","математика, русский язык, физика","187","3"
"СПб Военмех ","27.05.01","Специальные организационно-технические системы","математика, русский язык, физика","185","3"
"СПб Военмех ","27.03.01","Стандартизация и метрология","математика, русский язык, физика","185","3"
"СПб Военмех ","24.03.05","Двигатели летательных аппаратов","математика, русский язык, физика","185","3"
"СПб Военмех ","24.05.04","Навигационно-баллистическое обеспечение применения космической техники","математика, русский язык, физика","184","3"
"СПб Военмех ","24.03.01","Ракетные комплексы и космонавтика","математика, русский язык, физика","184","3"
"СПб Военмех ","17.05.02","Стрелково-пушечное, артиллерийское и ракетное оружие","математика, русский язык, физика","181","3"
"СПб Военмех ","17.05.01","Боеприпасы и взрыватели","математика, русский язык, физика","179","3"
"СПб Военмех ","24.05.02","Проектирование авиационных и ракетных двигателей","математика, русский язык, физика","176","3"
"МАДИ","38.03.01","Экономика","математика, русский язык, обществознание","239","3"
"МАДИ","38.03.03","Управление персоналом","математика, русский язык, обществознание","232","3"
"МАДИ","38.03.02","Менеджмент","математика, русский язык, обществознание","232","3"
"МАДИ","15.03.01","Машиностроение","математика, русский язык, физика","189","3"
"МАДИ","08.05.01","Строительство уникальных зданий и сооружений","математика, русский язык, физика","187","3"
"МАДИ","08.03.01","Строительство ","математика, русский язык, физика","183","3"
"МАДИ","09.03.01","Информатика и вычислительная техника","математика, русский язык, физика","174","3"
"МАДИ","13.03.02","Электроэнергетика и электротехника","математика, русский язык, физика","173","3"
"МАДИ","09.03.02","Информационные системы и технологии","математика, русский язык, физика","170","3"
"МАДИ","23.03.01","Технология транспортных процессов","математика, русский язык, физика","168","3"
"МАДИ","01.03.04","Прикладная математика","математика, русский язык, физика","168","3"
"МАДИ","23.03.03","Эксплуатация транспортно-технологических машин и комплексов","математика, русский язык, физика","164","3"
"МАДИ","23.05.01","Наземные транспортно-технологические средства","математика, русский язык, физика","164","3"
"МАДИ","13.03.03","Энергетическое машиностроение","математика, русский язык, физика","162","3"
"МАДИ","23.05.02","Транспортные средства специального назначения","математика, русский язык, физика","161","3"
"МАДИ","23.03.02","Наземные транспортно-технологические комплексы","математика, русский язык, физика","159","3"
"МАДИ","15.03.02","Технологические машины и оборудование","математика, русский язык, физика","155","3"
"МАДИ","23.05.01","Наземные транспортно-технологические средства","математика, русский язык, физика","155","3"
"МАДИ","23.05.02","Транспортные средства специального назначения","математика, русский язык, физика","153","3"
"МАДИ","15.03.04","Автоматизация технологических процессов и производств","математика, русский язык, физика","151","3"
"МАДИ","20.03.01","Техносферная безопасность","математика, русский язык, физика","150","3"
"МАДИ","23.03.03","Эксплуатация транспортно-технологических машин и комплексов","математика, русский язык, физика","139","3"
"Станкин","38.03.01","Экономика","математика, русский язык, обществознание","238","3"
"Станкин","38.03.02","Менеджмент","математика, русский язык, обществознание","233","3"
"Станкин","38.03.03","Управление персоналом","математика, русский язык, обществознание","225","3"
"Станкин","09.03.01","Информатика и вычислительная техника","математика, русский язык, информатика и ИКТ","223","3"
"Станкин","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","223","3"
"Станкин","09.03.02","Информационные системы и технологии","математика, русский язык, информатика и ИКТ","222","3"
"Станкин","27.03.02","Управление качеством","математика, русский язык, информатика и ИКТ","210","3"
"Станкин","12.03.01","Приборостроение","математика, русский язык, информатика и ИКТ","210","3"
"Станкин","27.03.01","Стандартизация и метрология","математика, русский язык, информатика и ИКТ","202","3"
"Станкин","15.03.04","Автоматизация технологических процессов и производств","математика, русский язык, физика","190","3"
"Станкин","15.03.06","Мехатроника и робототехника","математика, русский язык, физика","190","3"
"Станкин","15.03.01","Машиностроение","математика, русский язык, физика","179","3"
"Станкин","15.03.05","Конструкторско-технологическое обеспечение машиностроительных производств","математика, русский язык, физика","178","3"
"Станкин","15.05.01","Проектирование технологических машин и комплексов","математика, русский язык, физика","176","3"
"Станкин","20.03.01","Техносферная безопасность","математика, русский язык, физика","173","3"
"МВА им. К.И.Скрябина","36.05.01","Ветеринария","математика, русский язык, биология","234","3"
"МВА им. К.И.Скрябина","06.03.01","Биология","математика, русский язык, биология","224","3"
"МВА им. К.И.Скрябина","19.03.01","Биотехнология","математика, русский язык, химия","223","3"
"МВА им. К.И.Скрябина","36.03.02","Зоотехния","математика, русский язык, биология","204","3"
"МВА им. К.И.Скрябина","36.03.01","Ветеринарно-санитарная экспертиза","математика, русский язык, биология","203","3"
"МВА им. К.И.Скрябина","38.03.07","Товароведение","математика, русский язык, обществознание","200","3"
"МВА им. К.И.Скрябина","19.03.03","Продукты питания животного происхождения","математика, русский язык, химия","199","3"
"СПб Технологический институт","09.03.01","Информатика и вычислительная техника","математика, русский язык, информатика и ИКТ","233","3"
"СПб Технологический институт","27.03.03","Системный анализ и управление","математика, русский язык, информатика и ИКТ","233","3"
"СПб Технологический институт","19.03.01","Биотехнология","математика, русский язык, химия","232","3"
"СПб Технологический институт","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","230","3"
"СПб Технологический институт","27.03.04","Управление в технических системах","математика, русский язык, информатика и ИКТ","221","3"
"СПб Технологический институт","15.03.04","Автоматизация технологических процессов и производств","математика, русский язык, информатика и ИКТ","220","3"
"СПб Технологический институт","18.03.01","Химическая технология","математика, русский язык, химия","218","3"
"СПб Технологический институт","18.03.02","Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии","математика, русский язык, химия","216","3"
"СПб Технологический институт","15.03.02","Технологические машины и оборудование","математика, русский язык, информатика и ИКТ","212","3"
"СПб Технологический институт","18.05.01","Химическая технология энергонасыщенных материалов и изделий","математика, русский язык, химия","204","3"
"СПб Технологический институт","20.03.01","Техносферная безопасность","математика, русский язык, химия","201","3"
"СПб Технологический институт","08.03.01","Строительство ","математика, русский язык, физика","199","3"
"СПб Технологический институт","18.05.02","Химическая технология материалов современной энергетики","математика, русский язык, химия","197","3"
"СПб Технологический институт","22.03.01","Материаловедение и технологии материалов","математика, русский язык, химия","195","3"
"СПб Технологический институт","04.03.01","Химия","математика, русский язык, химия","193","3"
"МИИГАиК","10.03.01","Информационная безопасность","математика, русский язык, информатика и ИКТ","220","3"
"МИИГАиК","09.03.02","Информационные системы и технологии","математика, русский язык, информатика и ИКТ","216","3"
"МИИГАиК","09.03.03","Прикладная информатика","математика, русский язык, информатика и ИКТ","215","3"
"МИИГАиК","05.03.03","Картография и геоинформатика","математика, русский язык, география","215","3"
"МИИГАиК","12.05.01","Электронные и оптико-электронные приборы и системы специального назначения","математика, русский язык, физика","200","3"
"МИИГАиК","21.03.02","Землеустройство и кадастры","математика, русский язык, информатика и ИКТ","197","3"
"МИИГАиК","21.03.03","Геодезия и дистанционное зондирование","математика, русский язык, информатика и ИКТ","192","3"
"МИИГАиК","12.03.05","Лазерная техника и лазерные технологии","математика, русский язык, физика","192","3"
"МИИГАиК","21.05.01","Прикладная геодезия","математика, русский язык, информатика и ИКТ","192","3"
"МИИГАиК","12.03.02","Оптотехника","математика, русский язык, физика","192","3"
"МГТУГА","09.03.01","Информатика и вычислительная техника","математика, русский язык, информатика и ИКТ","206","3"
"МГТУГА","25.03.03","Аэронавигация","математика, русский язык, физика","201","3"
"МГТУГА","01.03.04","Прикладная математика","математика, русский язык, информатика и ИКТ","199","3"
"МГТУГА","10.05.02","Информационная безопасность телекоммуникационных систем","математика, русский язык, информатика и ИКТ","196","3"
"МГТУГА","25.03.03","Аэронавигация","математика, русский язык, физика","184","3"
"МГТУГА","25.05.05","Эксплуатация воздушных судов и организация воздушного движения","математика, русский язык, физика","177","3"
"МГТУГА","25.03.02","Техническая эксплуатация авиационных электросистем и пилотажно-навигационных комплексов","математика, русский язык, физика","175","3"
"МГТУГА","25.03.01","Техническая эксплуатация летательных аппаратов и двигателей","математика, русский язык, физика","173","3"
"МГТУГА","20.03.01","Техносферная безопасность","математика, русский язык, физика","163","3"
"МГТУГА","23.03.01","Технология транспортных процессов","математика, русский язык, физика","153","3"
"МГТУГА","25.05.05","Эксплуатация воздушных судов и организация воздушного движения","математика, русский язык, физика","150","3"
"МГТУГА","25.05.03","Техническая эксплуатация транспортного радиооборудования","математика, русский язык, физика","145","3"
"РГГРУ","05.03.06","Экология и природопользование","русский язык, математика, география","201","3"
"РГГРУ","09.03.02","Информационные системы и технологии","русский язык, математика, информатика и ИКТ","197","3"
"РГГРУ","05.03.06","Экология и природопользование","русский язык, математика, география","195","3"
"РГГРУ","05.03.01","Геология","русский язык, математика, география","194","3"
"РГГРУ","09.03.03","Прикладная информатика","русский язык, математика, информатика и ИКТ","194","3"
"РГГРУ","21.03.01","Нефтегазовое дело","русский язык, математика, физика","192","3"
"РГГРУ","20.03.01","Техносферная безопасность","русский язык, математика, физика","187","3"
"РГГРУ","01.03.04","Прикладная математика","русский язык, математика, физика","187","3"
"РГГРУ","29.03.04","Технология художественной обработки материалов","русский язык, математика, физика","186","3"
"РГГРУ","08.03.01","Строительство ","русский язык, математика, физика","185","3"
"РГГРУ","21.05.03","Технология геологической разведки","русский язык, математика, физика","172","3"
"РГГРУ","21.05.02","Прикладная геология","русский язык, математика, физика","168","3"
"РГГРУ","21.05.05","Физические процессы горного или нефтегазового производства","русский язык, математика, физика","165","3"
